source_mat_id_orig,samp_description,tax_id,scientific_name,investigation_type,env_material,samp_collect_device,deployment_date,collection_date,arms_unit_id,sampling_event,crate_cover,preservative,sampl_person,sampl_person_orcid,depth,rep_check,replicate,samp_fraction,size_filter,noteworthy_env_cond,samp_mat_process,samp_mat_process_dev,samp_store_date,samp_store_loc,samp_store_temp,store_person,store_person_orcid,other_person,other_person_orcid,images_in_PlutoF,long_store,ship_date,arr_date_hq,store_temp_hq,ship_date_seq,arr_date_seq,seq_batch,failure,failure_comment,ENA_accession_number_sample,source_mat_id
EMOBON_HCMR-2_2_20231230_20241210_MF90_1,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-12-30 collected on 2024-12-10. Size fraction MF90um,256318,metagenome,metagenome,sieved biomass derived from motile communities present in the retrieval tub of an autonomous reef monitoring structure [ENVO:01001892],autonomous reef monitoring structure [ENVO:01001855],2023-12-30 00:00:00,2024-12-10 00:00:00,HCMR-2_2,EMOBON_HCMR-2_2_Ha_20231230_20241210,Yes,DESS,Thanos Dailianis,,4,,1,MF,90,,ARMS Handbook v3.1,,2024-12-10 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,No,2025-02-17 00:00:00,2025-02-17 00:00:00,-20,2025-05-19 00:00:00,2025-05-21 00:00:00,batch_6,,,,EMOBON_HCMR-1_Ha_115
EMOBON_HCMR-2_2_20231230_20241210_MF2_1,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-12-30 collected on 2024-12-10. Size fraction MF2um,256318,metagenome,metagenome,sieved biomass derived from motile communities present in the retrieval tub of an autonomous reef monitoring structure [ENVO:01001892],autonomous reef monitoring structure [ENVO:01001855],2023-12-30 00:00:00,2024-12-10 00:00:00,HCMR-2_2,EMOBON_HCMR-2_2_Ha_20231230_20241210,Yes,DESS,Thanos Dailianis,,4,,1,MF,2,,ARMS Handbook v3.1,,2024-12-10 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_116
EMOBON_HCMR-2_2_20231230_20241210_MF45_3,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-12-30 collected on 2024-12-10. Size fraction MF45um,256318,metagenome,metagenome,sieved biomass derived from motile communities present in the retrieval tub of an autonomous reef monitoring structure [ENVO:01001892],autonomous reef monitoring structure [ENVO:01001855],2023-12-30 00:00:00,2024-12-10 00:00:00,HCMR-2_2,EMOBON_HCMR-2_2_Ha_20231230_20241210,Yes,DESS,Thanos Dailianis,,4,,3,MF,45,,ARMS Handbook v3.1,,2024-12-10 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_117
EMOBON_HCMR-2_2_20231230_20241210_MF45_4,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-12-30 collected on 2024-12-10. Size fraction MF45um,256318,metagenome,metagenome,sieved biomass derived from motile communities present in the retrieval tub of an autonomous reef monitoring structure [ENVO:01001892],autonomous reef monitoring structure [ENVO:01001855],2023-12-30 00:00:00,2024-12-10 00:00:00,HCMR-2_2,EMOBON_HCMR-2_2_Ha_20231230_20241210,Yes,DESS,Thanos Dailianis,,4,,4,MF,45,,ARMS Handbook v3.1,,2024-12-10 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_118
EMOBON_HCMR-2_2_20231230_20241210_MF500_2,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-12-30 collected on 2024-12-10. Size fraction MF500um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 500 micrometre mesh [ENVO:01001901],autonomous reef monitoring structure [ENVO:01001855],2023-12-30 00:00:00,2024-12-10 00:00:00,HCMR-2_2,EMOBON_HCMR-2_2_Ha_20231230_20241210,Yes,DESS,Thanos Dailianis,,4,,2,MF,500,,ARMS Handbook v3.1,,2024-12-10 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_119
EMOBON_HCMR-2_2_20231230_20241210_MF90_2,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-12-30 collected on 2024-12-10. Size fraction MF90um,256318,metagenome,metagenome,sieved biomass derived from motile communities present in the retrieval tub of an autonomous reef monitoring structure [ENVO:01001892],autonomous reef monitoring structure [ENVO:01001855],2023-12-30 00:00:00,2024-12-10 00:00:00,HCMR-2_2,EMOBON_HCMR-2_2_Ha_20231230_20241210,Yes,DESS,Thanos Dailianis,,4,,2,MF,90,,ARMS Handbook v3.1,,2024-12-10 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_120
EMOBON_HCMR-2_1_20231230_20241210_MF90_1,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-12-30 collected on 2024-12-10. Size fraction MF90um,256318,metagenome,metagenome,sieved biomass derived from motile communities present in the retrieval tub of an autonomous reef monitoring structure [ENVO:01001892],autonomous reef monitoring structure [ENVO:01001855],2023-12-30 00:00:00,2024-12-10 00:00:00,HCMR-2_1,EMOBON_HCMR-2_1_Ha_20231230_20241210,Yes,DESS,Thanos Dailianis,,4,,1,MF,90,,ARMS Handbook v3.1,,2024-12-10 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,No,2025-02-17 00:00:00,2025-02-17 00:00:00,-20,NA,NA,NA,NA,not sequenced due to low budget; to be returned in person,,EMOBON_HCMR-1_Ha_121
EMOBON_HCMR-2_1_20231230_20241210_MF500_1,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-12-30 collected on 2024-12-10. Size fraction MF500um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 500 micrometre mesh [ENVO:01001901],autonomous reef monitoring structure [ENVO:01001855],2023-12-30 00:00:00,2024-12-10 00:00:00,HCMR-2_1,EMOBON_HCMR-2_1_Ha_20231230_20241210,Yes,DESS,Thanos Dailianis,,4,,1,MF,500,,ARMS Handbook v3.1,,2024-12-10 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,No,2025-02-17 00:00:00,2025-02-17 00:00:00,-20,2025-05-19 00:00:00,2025-05-21 00:00:00,batch_6,,,,EMOBON_HCMR-1_Ha_122
EMOBON_HCMR-2_1_20231230_20241210_Blank_1,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-12-30 collected on 2024-12-10. Size fraction blankum,256318,metagenome,metagenome,cotton swab [OBI:0002821],autonomous reef monitoring structure [ENVO:01001855],2023-12-30 00:00:00,2024-12-10 00:00:00,HCMR-2_1,EMOBON_HCMR-2_1_Ha_20231230_20241210,Yes,DESS,Thanos Dailianis,,4,,blank_1,blank,,,ARMS Handbook v3.1,,2024-12-10 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,No,2025-02-17 00:00:00,2025-02-17 00:00:00,-20,NA,NA,NA,NA,not sequenced due to low budget; to be returned in person,,EMOBON_HCMR-1_Ha_123
EMOBON_HCMR-2_1_20231230_20241210_SF45_1,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-12-30 collected on 2024-12-10. Size fraction SF45um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2023-12-30 00:00:00,2024-12-10 00:00:00,HCMR-2_1,EMOBON_HCMR-2_1_Ha_20231230_20241210,Yes,DESS,Thanos Dailianis,,4,,1,SF,45,,ARMS Handbook v3.1,,2024-12-10 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,No,2025-02-17 00:00:00,2025-02-17 00:00:00,-20,2025-05-19 00:00:00,2025-05-21 00:00:00,batch_6,,,,EMOBON_HCMR-1_Ha_124
EMOBON_HCMR-2_1_20231230_20241210_SF45_2,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-12-30 collected on 2024-12-10. Size fraction SF45um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2023-12-30 00:00:00,2024-12-10 00:00:00,HCMR-2_1,EMOBON_HCMR-2_1_Ha_20231230_20241210,Yes,DESS,Thanos Dailianis,,4,,2,SF,45,,ARMS Handbook v3.1,,2024-12-10 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,No,2025-02-17 00:00:00,2025-02-17 00:00:00,-20,NA,NA,NA,NA,not sequenced due to low budget; to be returned in person,,EMOBON_HCMR-1_Ha_125
EMOBON_HCMR-2_1_20231230_20241210_SF45_3,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-12-30 collected on 2024-12-10. Size fraction SF45um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2023-12-30 00:00:00,2024-12-10 00:00:00,HCMR-2_1,EMOBON_HCMR-2_1_Ha_20231230_20241210,Yes,DESS,Thanos Dailianis,,4,,3,SF,45,,ARMS Handbook v3.1,,2024-12-10 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_126
EMOBON_HCMR-2_1_20231230_20241210_MF90_2,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-12-30 collected on 2024-12-10. Size fraction MF90um,256318,metagenome,metagenome,sieved biomass derived from motile communities present in the retrieval tub of an autonomous reef monitoring structure [ENVO:01001892],autonomous reef monitoring structure [ENVO:01001855],2023-12-30 00:00:00,2024-12-10 00:00:00,HCMR-2_1,EMOBON_HCMR-2_1_Ha_20231230_20241210,Yes,DESS,Thanos Dailianis,,4,,2,MF,90,,ARMS Handbook v3.1,,2024-12-10 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_127
EMOBON_HCMR-2_1_20231230_20241210_MF500_2,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-12-30 collected on 2024-12-10. Size fraction MF500um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 500 micrometre mesh [ENVO:01001901],autonomous reef monitoring structure [ENVO:01001855],2023-12-30 00:00:00,2024-12-10 00:00:00,HCMR-2_1,EMOBON_HCMR-2_1_Ha_20231230_20241210,Yes,DESS,Thanos Dailianis,,4,,2,MF,500,,ARMS Handbook v3.1,,2024-12-10 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_128
EMOBON_HCMR-2_1_20231230_20241210_MF2_1,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-12-30 collected on 2024-12-10. Size fraction MF2um,256318,metagenome,metagenome,sieved biomass derived from motile communities present in the retrieval tub of an autonomous reef monitoring structure [ENVO:01001892],autonomous reef monitoring structure [ENVO:01001855],2023-12-30 00:00:00,2024-12-10 00:00:00,HCMR-2_1,EMOBON_HCMR-2_1_Ha_20231230_20241210,Yes,DESS,Thanos Dailianis,,4,,1,MF,2,,ARMS Handbook v3.1,,2024-12-10 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_129
EMOBON_HCMR-2_3_20231230_20241210_MF90_1,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-12-30 collected on 2024-12-10. Size fraction MF90um,256318,metagenome,metagenome,sieved biomass derived from motile communities present in the retrieval tub of an autonomous reef monitoring structure [ENVO:01001892],autonomous reef monitoring structure [ENVO:01001855],2023-12-30 00:00:00,2024-12-10 00:00:00,HCMR-2_3,EMOBON_HCMR-2_3_Ha_20231230_20241210,Yes,DESS,Thanos Dailianis,,4,,1,MF,90,,ARMS Handbook v3.1,,2024-12-10 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,No,2025-02-17 00:00:00,2025-02-17 00:00:00,-20,2025-05-19 00:00:00,2025-05-21 00:00:00,batch_6,,,,EMOBON_HCMR-1_Ha_130
EMOBON_HCMR-2_3_20231230_20241210_MF500_1,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-12-30 collected on 2024-12-10. Size fraction MF500um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 500 micrometre mesh [ENVO:01001901],autonomous reef monitoring structure [ENVO:01001855],2023-12-30 00:00:00,2024-12-10 00:00:00,HCMR-2_3,EMOBON_HCMR-2_3_Ha_20231230_20241210,Yes,DESS,Thanos Dailianis,,4,,1,MF,500,,ARMS Handbook v3.1,,2024-12-10 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,No,2025-02-17 00:00:00,2025-02-17 00:00:00,-20,2025-05-19 00:00:00,2025-05-21 00:00:00,batch_6,,,,EMOBON_HCMR-1_Ha_131
EMOBON_HCMR-2_3_20231230_20241210_Blank_1,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-12-30 collected on 2024-12-10. Size fraction blankum,256318,metagenome,metagenome,cotton swab [OBI:0002821],autonomous reef monitoring structure [ENVO:01001855],2023-12-30 00:00:00,2024-12-10 00:00:00,HCMR-2_3,EMOBON_HCMR-2_3_Ha_20231230_20241210,Yes,DESS,Thanos Dailianis,,4,,blank_1,blank,,,ARMS Handbook v3.1,,2024-12-10 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,No,2025-02-17 00:00:00,2025-02-17 00:00:00,-20,NA,NA,NA,NA,not sequenced due to low budget; to be returned in person,,EMOBON_HCMR-1_Ha_132
EMOBON_HCMR-2_3_20231230_20241210_SF45_1,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-12-30 collected on 2024-12-10. Size fraction SF45um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2023-12-30 00:00:00,2024-12-10 00:00:00,HCMR-2_3,EMOBON_HCMR-2_3_Ha_20231230_20241210,Yes,DESS,Thanos Dailianis,,4,,1,SF,45,,ARMS Handbook v3.1,,2024-12-10 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,No,2025-02-17 00:00:00,2025-02-17 00:00:00,-20,2025-05-19 00:00:00,2025-05-21 00:00:00,batch_6,,,,EMOBON_HCMR-1_Ha_133
EMOBON_HCMR-2_3_20231230_20241210_SF45_2,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-12-30 collected on 2024-12-10. Size fraction SF45um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2023-12-30 00:00:00,2024-12-10 00:00:00,HCMR-2_3,EMOBON_HCMR-2_3_Ha_20231230_20241210,Yes,DESS,Thanos Dailianis,,4,,2,SF,45,,ARMS Handbook v3.1,,2024-12-10 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,No,2025-02-17 00:00:00,2025-02-17 00:00:00,-20,NA,NA,NA,NA,not sequenced due to low budget; to be returned in person,,EMOBON_HCMR-1_Ha_134
EMOBON_HCMR-2_3_20231230_20241210_SF45_3,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-12-30 collected on 2024-12-10. Size fraction SF45um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2023-12-30 00:00:00,2024-12-10 00:00:00,HCMR-2_3,EMOBON_HCMR-2_3_Ha_20231230_20241210,Yes,DESS,Thanos Dailianis,,4,,3,SF,45,,ARMS Handbook v3.1,,2024-12-10 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_135
EMOBON_HCMR-2_3_20231230_20241210_SF45_4,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-12-30 collected on 2024-12-10. Size fraction SF45um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2023-12-30 00:00:00,2024-12-10 00:00:00,HCMR-2_3,EMOBON_HCMR-2_3_Ha_20231230_20241210,Yes,DESS,Thanos Dailianis,,4,,4,SF,45,,ARMS Handbook v3.1,,2024-12-10 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_136
EMOBON_HCMR-2_3_20231230_20241210_SF45_5,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-12-30 collected on 2024-12-10. Size fraction SF45um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2023-12-30 00:00:00,2024-12-10 00:00:00,HCMR-2_3,EMOBON_HCMR-2_3_Ha_20231230_20241210,Yes,DESS,Thanos Dailianis,,4,,5,SF,45,,ARMS Handbook v3.1,,2024-12-10 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_137
EMOBON_HCMR-2_3_20231230_20241210_MF2_1,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-12-30 collected on 2024-12-10. Size fraction MF2um,256318,metagenome,metagenome,sieved biomass derived from motile communities present in the retrieval tub of an autonomous reef monitoring structure [ENVO:01001892],autonomous reef monitoring structure [ENVO:01001855],2023-12-30 00:00:00,2024-12-10 00:00:00,HCMR-2_3,EMOBON_HCMR-2_3_Ha_20231230_20241210,Yes,DESS,Thanos Dailianis,,4,,1,MF,2,,ARMS Handbook v3.1,,2024-12-10 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_138
EMOBON_HCMR-2_3_20231230_20241210_MF500_2,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-12-30 collected on 2024-12-10. Size fraction MF500um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 500 micrometre mesh [ENVO:01001901],autonomous reef monitoring structure [ENVO:01001855],2023-12-30 00:00:00,2024-12-10 00:00:00,HCMR-2_3,EMOBON_HCMR-2_3_Ha_20231230_20241210,Yes,DESS,Thanos Dailianis,,4,,2,MF,500,,ARMS Handbook v3.1,,2024-12-10 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_139
EMOBON_HCMR-2_3_20231230_20241210_MF90_2,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-12-30 collected on 2024-12-10. Size fraction MF90um,256318,metagenome,metagenome,sieved biomass derived from motile communities present in the retrieval tub of an autonomous reef monitoring structure [ENVO:01001892],autonomous reef monitoring structure [ENVO:01001855],2023-12-30 00:00:00,2024-12-10 00:00:00,HCMR-2_3,EMOBON_HCMR-2_3_Ha_20231230_20241210,Yes,DESS,Thanos Dailianis,,4,,2,MF,90,,ARMS Handbook v3.1,,2024-12-10 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_140
EMOBON HCMR-1_1_20241219_20251022_SF_1,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2024-12-19 collected on 2025-10-22. Size fraction SFum,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2024-12-19 00:00:00,2025-10-22 00:00:00,HCMR-1_1,EMOBON HCMR-1_1_Ha_20241219_20251022,Yes,DESS,Thanos Dailianis,,21,,1,SF,,,ARMS Handbook v3.1,,2025-10-22 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,No,2025-10-24 00:00:00,2025-10-24 00:00:00,-20,2025-12-02 00:00:00,2025-04-12 00:00:00,batch_7,,,,EMOBON_HCMR-1_Ha_141
EMOBON HCMR-1_1_20241219_20251022_MF90_1,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2024-12-19 collected on 2025-10-22. Size fraction MF90um,256318,metagenome,metagenome,sieved biomass derived from motile communities present in the retrieval tub of an autonomous reef monitoring structure [ENVO:01001892],autonomous reef monitoring structure [ENVO:01001855],2024-12-19 00:00:00,2025-10-22 00:00:00,HCMR-1_1,EMOBON HCMR-1_1_Ha_20241219_20251022,Yes,DESS,Thanos Dailianis,,21,,1,MF,90,,ARMS Handbook v3.1,,2025-10-22 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,No,2025-10-24 00:00:00,2025-10-24 00:00:00,-20,2025-12-02 00:00:00,2025-04-12 00:00:00,batch_7,,,,EMOBON_HCMR-1_Ha_142
EMOBON HCMR-1_1_20241219_20251022_MF500_1,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2024-12-19 collected on 2025-10-22. Size fraction MF500um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 100 micrometre mesh [ENVO:01001900],autonomous reef monitoring structure [ENVO:01001855],2024-12-19 00:00:00,2025-10-22 00:00:00,HCMR-1_1,EMOBON HCMR-1_1_Ha_20241219_20251022,Yes,DESS,Thanos Dailianis,,21,,1,MF,500,,ARMS Handbook v3.1,,2025-10-22 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,No,2025-10-24 00:00:00,2025-10-24 00:00:00,-20,2025-12-02 00:00:00,2025-04-12 00:00:00,batch_7,,,,EMOBON_HCMR-1_Ha_143
EMOBON HCMR-1_1_20241219_20251022_SF_2,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2024-12-19 collected on 2025-10-22. Size fraction SFum,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2024-12-19 00:00:00,2025-10-22 00:00:00,HCMR-1_1,EMOBON HCMR-1_1_Ha_20241219_20251022,Yes,DESS,Thanos Dailianis,,21,,2,SF,,,ARMS Handbook v3.1,,2025-10-22 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_144
EMOBON HCMR-1_1_20241219_20251022_blank,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2024-12-19 collected on 2025-10-22. Size fraction blankum,256318,metagenome,metagenome,cotton swab [OBI:0002821],autonomous reef monitoring structure [ENVO:01001855],2024-12-19 00:00:00,2025-10-22 00:00:00,HCMR-1_1,EMOBON HCMR-1_1_Ha_20241219_20251022,Yes,DESS,Thanos Dailianis,,21,,blank_1,blank,,,ARMS Handbook v3.1,,2025-10-22 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_145
EMOBON HCMR-1_2_20241219_20251022_SF_1,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2024-12-19 collected on 2025-10-22. Size fraction SFum,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2024-12-19 00:00:00,2025-10-22 00:00:00,HCMR-1_2,EMOBON HCMR-1_2_Ha_20241219_20251022,Yes,DESS,Thanos Dailianis,,21,,1,SF,,,ARMS Handbook v3.1,,2025-10-22 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,No,2025-10-24 00:00:00,2025-10-24 00:00:00,-20,2025-12-02 00:00:00,2025-04-12 00:00:00,batch_7,,,,EMOBON_HCMR-1_Ha_146
EMOBON HCMR-1_2_20241219_20251022_MF90_1,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2024-12-19 collected on 2025-10-22. Size fraction MF90um,256318,metagenome,metagenome,sieved biomass derived from motile communities present in the retrieval tub of an autonomous reef monitoring structure [ENVO:01001892],autonomous reef monitoring structure [ENVO:01001855],2024-12-19 00:00:00,2025-10-22 00:00:00,HCMR-1_2,EMOBON HCMR-1_2_Ha_20241219_20251022,Yes,DESS,Thanos Dailianis,,21,,1,MF,90,,ARMS Handbook v3.1,,2025-10-22 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,No,2025-10-24 00:00:00,2025-10-24 00:00:00,-20,2025-12-02 00:00:00,2025-04-12 00:00:00,batch_7,,,,EMOBON_HCMR-1_Ha_147
EMOBON HCMR-1_2_20241219_20251022_MF500_1,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2024-12-19 collected on 2025-10-22. Size fraction MF500um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 100 micrometre mesh [ENVO:01001900],autonomous reef monitoring structure [ENVO:01001855],2024-12-19 00:00:00,2025-10-22 00:00:00,HCMR-1_2,EMOBON HCMR-1_2_Ha_20241219_20251022,Yes,DESS,Thanos Dailianis,,21,,1,MF,500,,ARMS Handbook v3.1,,2025-10-22 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,No,2025-10-24 00:00:00,2025-10-24 00:00:00,-20,2025-12-02 00:00:00,2025-04-12 00:00:00,batch_7,,,,EMOBON_HCMR-1_Ha_148
EMOBON HCMR-1_2_20241219_20251022_SF_2,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2024-12-19 collected on 2025-10-22. Size fraction SFum,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2024-12-19 00:00:00,2025-10-22 00:00:00,HCMR-1_2,EMOBON HCMR-1_2_Ha_20241219_20251022,Yes,DESS,Thanos Dailianis,,21,,2,SF,,,ARMS Handbook v3.1,,2025-10-22 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_149
